3059.0,7455.0
3053.0,7443.000000000001
3047.0,7433.0
3040.0,7420.0
3034.0,7408.0
3030.0,7395.999999999999
3027.0,7381.0
3024.0,7366.0
3021.0,7351.000000000001
3020.0,7334.999999999999
3020.0,7322.0
3021.0,7306.0
3021.0,7290.000000000001
3022.0,7275.0
3023.0,7259.0
3023.0,7245.999999999999
3024.0,7230.0
3025.0,7215.000000000001
3026.0,7198.999999999999
3026.0,7184.999999999999
3027.0,7170.0
3027.0,7154.000000000001
3028.0,7138.0
3028.0,7125.0
3029.0,7109.0
3029.0,7094.0
3030.0,7078.0
3030.0,7062.0
3031.0,7048.999999999999
3031.0,7033.0
3031.0,7018.000000000001
3031.0,7004.000000000001
3030.0,6989.0
3028.0,6973.0
3026.0,6958.0
3024.0,6945.0
3022.0,6929.000000000001
3020.0,6914.0
3017.0,6898.999999999999
3014.0,6884.0
3012.0,6870.999999999999
3009.0,6856.0
3006.0,6841.0
3003.0,6826.000000000001
3000.0,6811.0
2997.0,6798.0
2994.0,6783.0
2991.0,6768.000000000001
2988.0,6753.0
2985.0,6738.0
2983.0,6725.0
2980.0,6709.999999999999
2977.0,6695.0
2976.0,6679.000000000001
2977.0,6666.0
2980.0,6651.000000000001
2985.0,6638.0
2993.0,6627.0
3002.0,6619.0
3010.0,6609.999999999999
3018.0,6602.0
3026.0,6593.000000000001
3035.0,6584.0
3044.0,6576.000000000001
3052.0,6567.0
3060.0,6559.999999999999
3069.0,6551.000000000001
3078.0,6543.000000000001
3086.0,6534.999999999999
3094.0,6528.0
3103.0,6520.0
3113.0,6515.000000000001
3123.0,6511.0
3133.0,6506.999999999999
3142.0,6506.999999999999
3153.0,6508.0
3163.0,6513.0
3172.0,6520.999999999999
3180.0,6529.000000000001
3189.0,6538.0
3197.0,6545.0
3206.0,6552.0
3215.0,6559.999999999999
3224.0,6567.0
3232.0,6573.0
3242.0,6580.0
3251.0,6587.0
3261.0,6593.000000000001
3271.0,6595.999999999999
3279.9999999999995,6595.999999999999
3290.0,6595.0
3300.0,6591.0
3310.0,6587.0
3319.0,6581.0
3327.0000000000005,6570.999999999999
3334.0000000000005,6559.999999999999
3340.9999999999995,6548.0
3347.9999999999995,6536.0
3354.0,6523.999999999999
3359.0000000000005,6513.0
3365.0,6500.0
3370.0000000000005,6486.0
3374.0,6472.0
3378.0,6456.999999999999
3379.0,6444.0
3376.0,6429.000000000001
3371.0,6415.000000000001
3365.0,6402.0
3359.0000000000005,6389.0
3353.0,6376.0
3347.9999999999995,6365.0
3342.0,6353.0
3336.0,6340.0
3329.9999999999995,6327.0
3324.0,6317.0
3317.0,6306.0
3308.0,6297.0
3299.0,6288.0
3290.0,6282.0
3279.9999999999995,6280.0
3269.0,6278.0
3259.0000000000005,6276.0
3250.0,6274.0
3240.0,6270.0
3229.9999999999995,6264.0
3221.0,6257.0
3211.9999999999995,6250.0
3204.0,6244.0
3194.0,6237.0
3185.0,6229.0
3176.0,6223.0
3166.0,6217.0
3157.0,6213.0
3147.0,6210.0
3137.0,6211.0
3127.0,6216.0
3117.0,6223.0
3109.0,6229.0
3100.0,6236.0
3090.0,6242.0
3081.0,6249.0
3071.0,6255.0
3062.0,6262.0
3054.0,6267.0
3044.0,6272.0
3034.0,6277.0
3024.0,6281.0
3015.0,6285.0
3005.0,6287.0
2994.0,6286.0
2984.0,6283.0
